time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,qx,qy,qz,qw,roll_deg,pitch_deg,yaw_deg,mode,armed
19.005,0.0723,-0.2067,1.0793,-0.0001,-0.0782,0.8084,0.026319,0.003982,-0.000679,-0.999645,-3.017,-0.454,0.090,OFFBOARD,1
19.037,0.0743,-0.2113,1.1085,-0.0038,-0.0722,0.7880,0.026580,0.003935,-0.000654,-0.999639,-3.047,-0.449,0.087,OFFBOARD,1
19.107,0.0774,-0.2195,1.1641,-0.0100,-0.0603,0.7493,0.027066,0.003958,-0.000652,-0.999626,-3.102,-0.451,0.087,OFFBOARD,1
19.143,0.0786,-0.2230,1.1905,-0.0126,-0.0537,0.7293,0.027355,0.003949,-0.000653,-0.999618,-3.135,-0.450,0.087,OFFBOARD,1
19.181,0.0796,-0.2269,1.2223,-0.0168,-0.0452,0.7050,0.027796,0.003947,-0.000629,-0.999606,-3.186,-0.450,0.085,OFFBOARD,1
19.247,0.0804,-0.2319,1.2702,-0.0227,-0.0310,0.6679,0.027925,0.003919,-0.000630,-0.999602,-3.201,-0.447,0.085,OFFBOARD,1
19.281,0.0805,-0.2339,1.2930,-0.0256,-0.0240,0.6506,0.027929,0.003873,-0.000621,-0.999602,-3.201,-0.442,0.084,OFFBOARD,1
19.342,0.0821,-0.2387,1.3392,-0.0299,-0.0112,0.6173,0.027791,0.003779,-0.000547,-0.999606,-3.185,-0.431,0.075,OFFBOARD,1
19.378,0.0838,-0.2420,1.3680,-0.0327,-0.0036,0.5989,0.027619,0.003566,-0.000504,-0.999612,-3.166,-0.407,0.069,OFFBOARD,1
19.441,0.0854,-0.2459,1.4115,-0.0372,0.0078,0.5692,0.027464,0.003450,-0.000508,-0.999617,-3.148,-0.394,0.069,OFFBOARD,1
19.477,0.0858,-0.2473,1.4320,-0.0398,0.0137,0.5544,0.027309,0.003394,-0.000494,-0.999621,-3.130,-0.387,0.067,OFFBOARD,1
19.544,0.0858,-0.2490,1.4708,-0.0443,0.0259,0.5252,0.027221,0.003306,-0.000467,-0.999624,-3.120,-0.377,0.064,OFFBOARD,1
19.583,0.0854,-0.2494,1.4937,-0.0470,0.0332,0.5073,0.027068,0.003252,-0.000740,-0.999628,-3.102,-0.370,0.095,OFFBOARD,1
19.646,0.0839,-0.2490,1.5282,-0.0521,0.0446,0.4809,0.026786,0.003116,-0.000330,-0.999636,-3.070,-0.356,0.047,OFFBOARD,1
19.681,0.0829,-0.2484,1.5447,-0.0545,0.0503,0.4687,0.026406,0.002807,0.000363,-0.999647,-3.026,-0.323,-0.033,OFFBOARD,1
19.746,0.0817,-0.2469,1.5790,-0.0577,0.0600,0.4470,0.026008,0.002555,0.000808,-0.999658,-2.980,-0.295,-0.085,OFFBOARD,1
19.780,0.0813,-0.2458,1.6010,-0.0601,0.0663,0.4351,0.025666,0.002317,0.001080,-0.999667,-2.941,-0.269,-0.117,OFFBOARD,1
19.843,0.0798,-0.2431,1.6341,-0.0631,0.0758,0.4156,0.025130,0.001964,0.001311,-0.999681,-2.880,-0.229,-0.144,OFFBOARD,1
19.877,0.0788,-0.2415,1.6498,-0.0643,0.0803,0.4054,0.024838,0.001804,0.001300,-0.999689,-2.846,-0.210,-0.144,OFFBOARD,1
19.946,0.0763,-0.2374,1.6794,-0.0668,0.0884,0.3853,0.024249,0.001552,0.001411,-0.999704,-2.779,-0.182,-0.157,OFFBOARD,1
19.981,0.0744,-0.2345,1.6967,-0.0687,0.0931,0.3736,0.023838,0.001410,0.001449,-0.999714,-2.732,-0.165,-0.162,OFFBOARD,1
20.043,0.0710,-0.2292,1.7229,-0.0709,0.1002,0.3560,0.023236,0.001140,0.001316,-0.999729,-2.663,-0.134,-0.148,OFFBOARD,1
20.082,0.0691,-0.2263,1.7353,-0.0725,0.1035,0.3472,0.022566,0.000837,0.000944,-0.999745,-2.586,-0.098,-0.106,OFFBOARD,1
20.142,0.0668,-0.2213,1.7632,-0.0730,0.1078,0.3328,0.022069,0.000464,0.000630,-0.999756,-2.529,-0.055,-0.071,OFFBOARD,1
20.176,0.0658,-0.2182,1.7810,-0.0716,0.1114,0.3181,0.021445,0.000052,0.000302,-0.999770,-2.458,-0.007,-0.035,OFFBOARD,1
20.240,0.0637,-0.2129,1.8076,-0.0709,0.1129,0.3109,0.021129,-0.000120,0.000111,-0.999777,-2.421,0.014,-0.013,OFFBOARD,1
20.306,0.0612,-0.2070,1.8322,-0.0701,0.1157,0.2956,0.020727,-0.000180,-0.000110,-0.999785,-2.375,0.021,0.012,OFFBOARD,1
20.338,0.0594,-0.2031,1.8464,-0.0700,0.1169,0.2864,0.020481,-0.000110,-0.000167,-0.999790,-2.347,0.013,0.019,OFFBOARD,1
20.403,0.0563,-0.1966,1.8676,-0.0695,0.1178,0.2711,0.020147,-0.000003,-0.000169,-0.999797,-2.309,0.001,0.019,OFFBOARD,1
20.437,0.0546,-0.1933,1.8776,-0.0695,0.1186,0.2642,0.019900,-0.000040,-0.000192,-0.999802,-2.281,0.005,0.022,OFFBOARD,1
20.473,0.0524,-0.1890,1.8896,-0.0697,0.1188,0.2558,0.019546,-0.000061,-0.000158,-0.999809,-2.240,0.007,0.018,OFFBOARD,1
20.540,0.0502,-0.1835,1.9084,-0.0691,0.1195,0.2461,0.019343,-0.000201,-0.000159,-0.999813,-2.217,0.023,0.018,OFFBOARD,1
20.607,0.0481,-0.1766,1.9331,-0.0668,0.1190,0.2354,0.018908,-0.000602,-0.000142,-0.999821,-2.167,0.069,0.015,OFFBOARD,1
20.639,0.0470,-0.1735,1.9432,-0.0661,0.1182,0.2303,0.018685,-0.000778,-0.000135,-0.999825,-2.141,0.089,0.014,OFFBOARD,1
20.679,0.0458,-0.1703,1.9529,-0.0651,0.1176,0.2249,0.018473,-0.000857,-0.000098,-0.999829,-2.117,0.098,0.009,OFFBOARD,1
20.741,0.0428,-0.1630,1.9731,-0.0631,0.1159,0.2128,0.018214,-0.000856,0.000006,-0.999834,-2.087,0.098,-0.002,OFFBOARD,1
20.781,0.0414,-0.1597,1.9814,-0.0625,0.1151,0.2064,0.018117,-0.000833,0.000151,-0.999836,-2.076,0.095,-0.019,OFFBOARD,1
20.845,0.0385,-0.1531,1.9969,-0.0613,0.1128,0.1962,0.017927,-0.000762,0.000369,-0.999839,-2.054,0.087,-0.044,OFFBOARD,1
20.884,0.0365,-0.1489,2.0061,-0.0608,0.1118,0.1898,0.017745,-0.000780,0.000484,-0.999842,-2.034,0.088,-0.057,OFFBOARD,1
20.949,0.0351,-0.1436,2.0212,-0.0582,0.1105,0.1830,0.017573,-0.000929,0.000519,-0.999845,-2.014,0.105,-0.061,OFFBOARD,1
20.984,0.0344,-0.1399,2.0320,-0.0566,0.1093,0.1785,0.017412,-0.001020,0.000506,-0.999848,-1.995,0.116,-0.060,OFFBOARD,1
21.051,0.0329,-0.1338,2.0480,-0.0538,0.1077,0.1707,0.017123,-0.001089,0.000320,-0.999853,-1.962,0.124,-0.039,OFFBOARD,1
21.087,0.0319,-0.1300,2.0572,-0.0526,0.1062,0.1665,0.016926,-0.001007,0.000118,-0.999856,-1.940,0.115,-0.015,OFFBOARD,1
21.150,0.0303,-0.1247,2.0692,-0.0511,0.1033,0.1584,0.016660,-0.000886,-0.000150,-0.999861,-1.909,0.102,0.015,OFFBOARD,1
21.192,0.0291,-0.1209,2.0772,-0.0505,0.1013,0.1527,0.016517,-0.000788,-0.000294,-0.999863,-1.893,0.091,0.032,OFFBOARD,1
21.254,0.0269,-0.1149,2.0889,-0.0493,0.0983,0.1458,0.016314,-0.000786,-0.000426,-0.999867,-1.870,0.091,0.047,OFFBOARD,1
21.287,0.0257,-0.1120,2.0945,-0.0488,0.0965,0.1427,0.016216,-0.000759,-0.000472,-0.999868,-1.858,0.088,0.053,OFFBOARD,1
21.354,0.0237,-0.1075,2.1078,-0.0466,0.0920,0.1387,0.016098,-0.000841,-0.000524,-0.999870,-1.845,0.097,0.059,OFFBOARD,1
21.389,0.0225,-0.1053,2.1165,-0.0459,0.0884,0.1362,0.015992,-0.000965,-0.000512,-0.999872,-1.833,0.111,0.057,OFFBOARD,1
21.452,0.0204,-0.1017,2.1294,-0.0444,0.0841,0.1301,0.016042,-0.001037,-0.000476,-0.999871,-1.838,0.120,0.053,OFFBOARD,1
21.490,0.0192,-0.0998,2.1353,-0.0442,0.0825,0.1271,0.016179,-0.001103,-0.000462,-0.999868,-1.854,0.127,0.051,OFFBOARD,1
21.551,0.0169,-0.0961,2.1462,-0.0429,0.0780,0.1206,0.016337,-0.001149,-0.000428,-0.999866,-1.872,0.132,0.047,OFFBOARD,1
21.589,0.0154,-0.0938,2.1525,-0.0427,0.0757,0.1173,0.016431,-0.001234,-0.000387,-0.999864,-1.883,0.142,0.042,OFFBOARD,1
21.656,0.0128,-0.0900,2.1618,-0.0420,0.0740,0.1142,0.016533,-0.001335,-0.000408,-0.999862,-1.895,0.154,0.044,OFFBOARD,1
21.690,0.0116,-0.0881,2.1661,-0.0403,0.0714,0.1096,0.016604,-0.001447,-0.000471,-0.999861,-1.903,0.167,0.051,OFFBOARD,1
21.752,0.0102,-0.0847,2.1761,-0.0368,0.0685,0.1054,0.016665,-0.001577,-0.000590,-0.999860,-1.910,0.182,0.065,OFFBOARD,1
21.789,0.0101,-0.0828,2.1828,-0.0341,0.0667,0.1032,0.016632,-0.001668,-0.000660,-0.999860,-1.906,0.192,0.072,OFFBOARD,1
21.849,0.0098,-0.0796,2.1929,-0.0315,0.0645,0.0994,0.016603,-0.001535,-0.000685,-0.999861,-1.903,0.177,0.076,OFFBOARD,1
21.885,0.0096,-0.0780,2.1975,-0.0300,0.0638,0.0976,0.016585,-0.001397,-0.000676,-0.999861,-1.901,0.161,0.075,OFFBOARD,1
21.949,0.0090,-0.0742,2.2070,-0.0267,0.0615,0.0921,0.016507,-0.001141,-0.000723,-0.999863,-1.892,0.132,0.081,OFFBOARD,1
21.982,0.0086,-0.0725,2.2109,-0.0256,0.0608,0.0901,0.016459,-0.000935,-0.000718,-0.999864,-1.886,0.108,0.080,OFFBOARD,1
22.049,0.0079,-0.0691,2.2182,-0.0248,0.0586,0.0862,0.016349,-0.000699,-0.000676,-0.999866,-1.873,0.081,0.076,OFFBOARD,1
22.084,0.0073,-0.0670,2.2223,-0.0240,0.0577,0.0829,0.016961,-0.001108,-0.000655,-0.999855,-1.944,0.128,0.073,OFFBOARD,1
22.150,0.0062,-0.0643,2.2293,0.0058,0.0909,0.0497,0.047279,-0.025329,-0.002539,-0.998557,-5.418,2.913,0.153,OFFBOARD,1
22.186,0.0064,-0.0612,2.2364,0.0460,0.1376,0.1371,0.087212,-0.060017,-0.005188,-0.994367,-10.025,6.907,-0.009,OFFBOARD,1
22.250,0.0113,-0.0505,2.2539,0.1555,0.2633,0.2507,0.139364,-0.110450,-0.009493,-0.984016,-16.201,12.710,-0.711,OFFBOARD,1
22.289,0.0168,-0.0416,2.2641,0.2261,0.3413,0.2678,0.161245,-0.134349,-0.012096,-0.977652,-18.890,15.462,-1.170,OFFBOARD,1
22.348,0.0350,-0.0159,2.2839,0.3814,0.5086,0.2412,0.174583,-0.152029,-0.015290,-0.972715,-20.566,17.524,-1.402,OFFBOARD,1
22.382,0.0515,0.0058,2.2944,0.4803,0.6132,0.2023,0.173127,-0.152929,-0.017056,-0.972805,-20.367,17.665,-1.189,OFFBOARD,1
22.444,0.0861,0.0492,2.3075,0.6351,0.7750,0.1344,0.161403,-0.142957,-0.019087,-0.976293,-18.852,16.577,-0.531,OFFBOARD,1
22.479,0.1071,0.0747,2.3122,0.7075,0.8503,0.1045,0.150371,-0.131845,-0.019963,-0.979595,-17.458,15.326,-0.032,OFFBOARD,1
22.544,0.1505,0.1285,2.3214,0.8331,0.9827,0.0601,0.132693,-0.112751,-0.020480,-0.984510,-15.282,13.147,0.612,OFFBOARD,1
22.582,0.1788,0.1640,2.3270,0.8976,1.0527,0.0430,0.121633,-0.100193,-0.020302,-0.987297,-13.952,11.700,0.920,OFFBOARD,1
22.650,0.2301,0.2273,2.3339,0.9842,1.1481,0.0257,0.107674,-0.084165,-0.019346,-0.990428,-12.308,9.839,1.175,OFFBOARD,1
22.684,0.2655,0.2703,2.3372,1.0282,1.1985,0.0182,0.100081,-0.075715,-0.018311,-0.991925,-11.428,8.851,1.228,OFFBOARD,1
22.744,0.3184,0.3344,2.3408,1.0794,1.2584,0.0111,0.090556,-0.065983,-0.016390,-0.993568,-10.335,7.706,1.192,OFFBOARD,1
22.784,0.3583,0.3825,2.3428,1.1106,1.2943,0.0069,0.084615,-0.060591,-0.014841,-0.994459,-9.658,7.067,1.112,OFFBOARD,1
22.847,0.4254,0.4629,2.3452,1.1523,1.3433,0.0014,0.077246,-0.054426,-0.012747,-0.995444,-8.820,6.334,0.978,OFFBOARD,1
22.879,0.4602,0.5045,2.3461,1.1692,1.3633,-0.0009,0.070552,-0.049103,-0.010821,-0.996240,-8.060,5.703,0.843,OFFBOARD,1
22.942,0.5401,0.6035,2.3499,1.2000,1.4020,-0.0052,0.065760,-0.045231,-0.009631,-0.996763,-7.514,5.246,0.762,OFFBOARD,1
22.977,0.5764,0.6491,2.3516,1.2104,1.4155,-0.0070,0.058446,-0.039325,-0.008019,-0.997484,-6.681,4.553,0.655,OFFBOARD,1
23.040,0.6504,0.7412,2.3543,1.2254,1.4339,-0.0103,0.053311,-0.035247,-0.007022,-0.997931,-6.095,4.077,0.589,OFFBOARD,1
23.078,0.6974,0.7993,2.3554,1.2311,1.4401,-0.0118,0.045467,-0.029074,-0.005590,-0.998527,-5.200,3.358,0.489,OFFBOARD,1
23.142,0.7734,0.8924,2.3566,1.2328,1.4414,-0.0130,0.039912,-0.024617,-0.004652,-0.998889,-4.566,2.840,0.420,OFFBOARD,1
23.177,0.8115,0.9390,2.3570,1.2318,1.4381,-0.0131,0.032786,-0.018802,-0.003528,-0.999279,-3.752,2.167,0.334,OFFBOARD,1
23.251,0.8880,1.0315,2.3575,1.2244,1.4253,-0.0129,0.028796,-0.015467,-0.002916,-0.999461,-3.296,1.781,0.283,OFFBOARD,1
23.283,0.9261,1.0774,2.3576,1.2175,1.4151,-0.0121,0.024674,-0.011951,-0.002288,-0.999622,-2.825,1.376,0.228,OFFBOARD,1
23.344,1.0033,1.1700,2.3595,1.2004,1.3908,-0.0114,0.018609,-0.006703,-0.001493,-0.999803,-2.132,0.771,0.157,OFFBOARD,1
23.380,1.0518,1.2279,2.3615,1.1874,1.3733,-0.0105,0.015491,-0.003973,-0.001095,-0.999872,-1.775,0.457,0.118,OFFBOARD,1
23.446,1.1280,1.3186,2.3641,1.1615,1.3400,-0.0103,0.010449,0.000338,-0.000611,-0.999945,-1.197,-0.038,0.070,OFFBOARD,1
23.486,1.1654,1.3629,2.3651,1.1466,1.3206,-0.0103,0.007155,0.003038,-0.000317,-0.999970,-0.820,-0.348,0.039,OFFBOARD,1
23.549,1.2387,1.4491,2.3665,1.1137,1.2781,-0.0107,0.002672,0.006822,-0.000009,-0.999973,-0.306,-0.782,0.003,OFFBOARD,1
23.582,1.2833,1.5013,2.3672,1.0912,1.2491,-0.0109,-0.000055,0.009155,0.000180,-0.999958,0.006,-1.049,-0.021,OFFBOARD,1
23.650,1.3526,1.5820,2.3677,1.0510,1.1986,-0.0127,-0.002724,0.011473,0.000363,-0.999930,0.313,-1.315,-0.045,OFFBOARD,1
23.685,1.3862,1.6210,2.3678,1.0301,1.1724,-0.0127,-0.005508,0.014087,0.000512,-0.999886,0.632,-1.614,-0.068,OFFBOARD,1
23.752,1.4530,1.6992,2.3693,0.9884,1.1197,-0.0113,-0.007928,0.016440,0.000572,-0.999833,0.910,-1.883,-0.081,OFFBOARD,1
23.787,1.4942,1.7478,2.3710,0.9610,1.0866,-0.0103,-0.009306,0.017755,0.000588,-0.999799,1.068,-2.034,-0.086,OFFBOARD,1
23.848,1.5572,1.8217,2.3730,0.9154,1.0315,-0.0091,-0.011253,0.019679,0.000585,-0.999743,1.292,-2.254,-0.092,OFFBOARD,1
23.883,1.5875,1.8569,2.3739,0.8919,1.0027,-0.0091,-0.012594,0.020917,0.000561,-0.999702,1.446,-2.396,-0.095,OFFBOARD,1
23.949,1.6453,1.9240,2.3750,0.8448,0.9452,-0.0094,-0.014511,0.022612,0.000531,-0.999639,1.666,-2.590,-0.098,OFFBOARD,1
23.985,1.6798,1.9636,2.3755,0.8144,0.9080,-0.0094,-0.015450,0.023475,0.000514,-0.999605,1.773,-2.689,-0.101,OFFBOARD,1
24.054,1.7320,2.0233,2.3762,0.7651,0.8479,-0.0087,-0.016308,0.024365,0.000497,-0.999570,1.872,-2.791,-0.103,OFFBOARD,1
24.089,1.7569,2.0515,2.3764,0.7402,0.8180,-0.0078,-0.017284,0.025341,0.000452,-0.999529,1.984,-2.903,-0.102,OFFBOARD,1
24.152,1.8052,2.1053,2.3787,0.6913,0.7581,-0.0047,-0.017757,0.026019,0.000397,-0.999504,2.038,-2.981,-0.099,OFFBOARD,1
24.190,1.8345,2.1372,2.3811,0.6615,0.7210,-0.0034,-0.017953,0.026271,0.000389,-0.999494,2.061,-3.009,-0.099,OFFBOARD,1
24.252,1.8782,2.1847,2.3843,0.6139,0.6635,-0.0012,-0.018040,0.026604,0.000349,-0.999483,2.071,-3.048,-0.095,OFFBOARD,1
24.287,1.8988,2.2068,2.3857,0.5893,0.6350,-0.0011,-0.017936,0.026847,0.000331,-0.999479,2.059,-3.076,-0.093,OFFBOARD,1
24.348,1.9372,2.2480,2.3880,0.5416,0.5785,-0.0014,-0.017709,0.027044,0.000277,-0.999477,2.032,-3.098,-0.087,OFFBOARD,1
24.387,1.9594,2.2717,2.3892,0.5127,0.5447,-0.0016,-0.017453,0.027091,0.000271,-0.999481,2.003,-3.104,-0.085,OFFBOARD,1
24.454,1.9924,2.3065,2.3906,0.4662,0.4914,-0.0019,-0.017169,0.027052,0.000229,-0.999487,1.970,-3.099,-0.080,OFFBOARD,1
24.491,2.0076,2.3226,2.3912,0.4426,0.4652,-0.0016,-0.016581,0.026864,0.000180,-0.999502,1.903,-3.078,-0.072,OFFBOARD,1
24.557,2.0370,2.3538,2.3929,0.3991,0.4159,-0.0011,-0.016024,0.026512,0.000170,-0.999520,1.839,-3.038,-0.068,OFFBOARD,1
24.594,2.0544,2.3726,2.3942,0.3728,0.3867,-0.0002,-0.015168,0.025841,0.000199,-0.999551,1.741,-2.961,-0.068,OFFBOARD,1
24.657,2.0798,2.3996,2.3959,0.3325,0.3413,0.0004,-0.014736,0.025407,0.000173,-0.999569,1.691,-2.911,-0.063,OFFBOARD,1
24.697,2.0913,2.4118,2.3966,0.3129,0.3190,0.0004,-0.013994,0.024770,0.000179,-0.999595,1.606,-2.838,-0.060,OFFBOARD,1
24.754,2.1145,2.4361,2.3979,0.2696,0.2711,0.0006,-0.013490,0.024344,0.000160,-0.999613,1.548,-2.789,-0.056,OFFBOARD,1
24.792,2.1237,2.4456,2.3984,0.2511,0.2505,0.0012,-0.012660,0.023714,0.000136,-0.999639,1.452,-2.717,-0.050,OFFBOARD,1
24.853,2.1401,2.4623,2.3991,0.2156,0.2100,0.0011,-0.012167,0.023319,0.000149,-0.999654,1.396,-2.672,-0.050,OFFBOARD,1
24.888,2.1473,2.4696,2.3994,0.1982,0.1911,0.0011,-0.011158,0.022508,0.000150,-0.999684,1.280,-2.579,-0.046,OFFBOARD,1
24.950,2.1603,2.4828,2.4042,0.1599,0.1497,0.0034,-0.009984,0.021465,0.000188,-0.999720,1.145,-2.460,-0.046,OFFBOARD,1
24.985,2.1649,2.4876,2.4070,0.1440,0.1326,0.0043,-0.009239,0.020864,0.000239,-0.999740,1.060,-2.391,-0.050,OFFBOARD,1
25.048,2.1727,2.4953,2.4117,0.1135,0.0995,0.0041,-0.007944,0.019729,0.000330,-0.999774,0.912,-2.261,-0.056,OFFBOARD,1
25.083,2.1759,2.4984,2.4136,0.0987,0.0839,0.0030,-0.006984,0.018876,0.000372,-0.999797,0.802,-2.163,-0.058,OFFBOARD,1
25.145,2.1815,2.5034,2.4171,0.0698,0.0500,-0.0008,-0.005524,0.017592,0.000423,-0.999830,0.634,-2.016,-0.060,OFFBOARD,1
25.183,2.1833,2.5049,2.4183,0.0574,0.0367,-0.0021,-0.004563,0.016670,0.000439,-0.999851,0.524,-1.910,-0.059,OFFBOARD,1
25.250,2.1858,2.5065,2.4202,0.0333,0.0119,-0.0039,-0.002990,0.015404,0.000458,-0.999877,0.344,-1.765,-0.058,OFFBOARD,1
25.286,2.1865,2.5067,2.4208,0.0224,0.0002,-0.0051,-0.002046,0.014583,0.000484,-0.999891,0.235,-1.671,-0.059,OFFBOARD,1
25.348,2.1884,2.5055,2.4233,0.0032,-0.0224,-0.0067,-0.000757,0.013443,0.000442,-0.999909,0.087,-1.540,-0.052,OFFBOARD,1
25.386,2.1896,2.5039,2.4253,-0.0084,-0.0353,-0.0069,0.000212,0.012570,0.000363,-0.999921,-0.024,-1.440,-0.041,OFFBOARD,1
25.448,2.1903,2.5003,2.4278,-0.0236,-0.0544,-0.0080,0.001573,0.011463,0.000282,-0.999933,-0.180,-1.314,-0.030,OFFBOARD,1
25.485,2.1902,2.4981,2.4287,-0.0303,-0.0626,-0.0098,0.001425,0.010526,0.000295,-0.999944,-0.163,-1.206,-0.032,OFFBOARD,1
25.550,2.1899,2.4914,2.4276,-0.0165,-0.1425,-0.0811,-0.055675,-0.012809,0.002992,-0.998362,6.380,1.485,-0.261,OFFBOARD,1
25.590,2.1903,2.4836,2.4274,0.0073,-0.2393,0.0428,-0.116914,-0.036083,0.005840,-0.992469,13.430,4.186,-0.181,OFFBOARD,1
25.655,2.1939,2.4600,2.4395,0.0864,-0.5010,0.2658,-0.180280,-0.060968,0.009163,-0.981681,20.826,7.066,0.231,OFFBOARD,1
25.690,2.1991,2.4358,2.4518,0.1491,-0.6952,0.3025,-0.247344,-0.089524,0.013657,-0.964686,28.856,10.340,1.045,OFFBOARD,1
25.756,2.2077,2.3954,2.4687,0.2356,-0.9612,0.2531,-0.265226,-0.098071,0.015819,-0.959055,31.043,11.333,1.267,OFFBOARD,1
25.790,2.2155,2.3603,2.4781,0.2953,-1.1454,0.1842,-0.270084,-0.101856,0.019089,-0.957244,31.625,11.848,1.082,OFFBOARD,1
25.854,2.2335,2.2874,2.4870,0.3905,-1.4362,0.0722,-0.255307,-0.096749,0.021514,-0.961767,29.780,11.367,0.469,OFFBOARD,1
25.888,2.2449,2.2435,2.4889,0.4361,-1.5767,0.0259,-0.238236,-0.089910,0.022505,-0.966775,27.683,10.636,-0.039,OFFBOARD,1
25.952,2.2724,2.1415,2.4888,0.5204,-1.8403,-0.0418,-0.213608,-0.079695,0.022887,-0.973394,24.704,9.493,-0.610,OFFBOARD,1
25.988,2.2925,2.0689,2.4868,0.5681,-1.9886,-0.0681,-0.195779,-0.072406,0.022561,-0.977711,22.577,8.651,-0.914,OFFBOARD,1
26.051,2.3285,1.9402,2.4819,0.6337,-2.1986,-0.0921,-0.178613,-0.065504,0.021786,-0.981495,20.551,7.838,-1.120,OFFBOARD,1
26.086,2.3482,1.8708,2.4790,0.6606,-2.2893,-0.0980,-0.154787,-0.056372,0.019994,-0.986136,17.766,6.740,-1.268,OFFBOARD,1
26.148,2.3899,1.7238,2.4745,0.7071,-2.4449,-0.1008,-0.133461,-0.048656,0.017765,-0.989700,15.295,5.800,-1.277,OFFBOARD,1
26.186,2.4174,1.6271,2.4725,0.7312,-2.5247,-0.0992,-0.119263,-0.043898,0.016013,-0.991763,13.658,5.215,-1.225,OFFBOARD,1
26.251,2.4635,1.4659,2.4689,0.7630,-2.6289,-0.0947,-0.102533,-0.038781,0.013758,-0.993878,11.736,4.583,-1.115,OFFBOARD,1
26.289,2.4874,1.3826,2.4670,0.7757,-2.6702,-0.0925,-0.091377,-0.035455,0.012127,-0.995111,10.456,4.174,-1.014,OFFBOARD,1
26.351,2.5364,1.2122,2.4629,0.7966,-2.7350,-0.0889,-0.075494,-0.030763,0.009839,-0.996623,8.637,3.601,-0.859,OFFBOARD,1
26.390,2.5677,1.1036,2.4603,0.8055,-2.7641,-0.0860,-0.065284,-0.027824,0.008410,-0.997443,7.468,3.245,-0.754,OFFBOARD,1
26.452,2.6187,0.9274,2.4560,0.8159,-2.7925,-0.0801,-0.049545,-0.023208,0.006383,-0.998482,5.667,2.693,-0.599,OFFBOARD,1
26.488,2.6444,0.8386,2.4539,0.8193,-2.7993,-0.0774,-0.041033,-0.020707,0.005360,-0.998929,4.694,2.396,-0.517,OFFBOARD,1
26.554,2.6986,0.6562,2.4520,0.8245,-2.8028,-0.0706,-0.027548,-0.016651,0.003722,-0.999475,3.151,1.919,-0.374,OFFBOARD,1
26.591,2.7339,0.5398,2.4519,0.8267,-2.7986,-0.0656,-0.018892,-0.014071,0.002726,-0.999719,2.161,1.618,-0.282,OFFBOARD,1
26.654,2.7900,0.3551,2.4513,0.8235,-2.7753,-0.0579,-0.010355,-0.011426,0.001845,-0.999879,1.184,1.311,-0.198,OFFBOARD,1
26.690,2.8178,0.2637,2.4509,0.8199,-2.7571,-0.0544,0.002184,-0.007212,0.000814,-0.999971,-0.251,0.826,-0.095,OFFBOARD,1
26.751,2.8725,0.0837,2.4499,0.8082,-2.7095,-0.0478,0.013942,-0.003187,0.000106,-0.999898,-1.598,0.365,-0.017,OFFBOARD,1
26.786,2.9061,-0.0268,2.4493,0.7976,-2.6721,-0.0442,0.021298,-0.000733,-0.000223,-0.999773,-2.441,0.085,0.024,OFFBOARD,1
26.852,2.9585,-0.1995,2.4482,0.7779,-2.6006,-0.0402,0.031494,0.002588,-0.000529,-0.999501,-3.610,-0.295,0.070,OFFBOARD,1
26.885,2.9841,-0.2839,2.4476,0.7668,-2.5604,-0.0385,0.037668,0.004466,-0.000643,-0.999280,-4.318,-0.509,0.093,OFFBOARD,1
26.953,3.0356,-0.4543,2.4487,0.7436,-2.4777,-0.0353,0.045683,0.006918,-0.000782,-0.998932,-5.238,-0.788,0.126,OFFBOARD,1
26.988,3.0677,-0.5611,2.4505,0.7285,-2.4258,-0.0339,0.050251,0.008300,-0.000863,-0.998702,-5.762,-0.945,0.147,OFFBOARD,1
27.055,3.1172,-0.7258,2.4525,0.7022,-2.3349,-0.0337,0.054601,0.009588,-0.000841,-0.998462,-6.262,-1.092,0.156,OFFBOARD,1
27.092,3.1411,-0.8052,2.4531,0.6873,-2.2864,-0.0340,0.061464,0.011672,-0.000803,-0.998041,-7.050,-1.329,0.174,OFFBOARD,1
27.128,3.1643,-0.8825,2.4535,0.6724,-2.2358,-0.0344,0.065165,0.012812,-0.000735,-0.997792,-7.476,-1.460,0.180,OFFBOARD,1
27.195,3.2144,-1.0491,2.4538,0.6370,-2.1157,-0.0341,0.070734,0.014496,-0.000545,-0.997390,-8.116,-1.653,0.180,OFFBOARD,1
27.228,3.2356,-1.1197,2.4537,0.6202,-2.0594,-0.0337,0.073894,0.015506,-0.000398,-0.997146,-8.479,-1.769,0.177,OFFBOARD,1
27.298,3.2762,-1.2544,2.4534,0.5870,-1.9439,-0.0329,0.077799,0.016822,-0.000190,-0.996827,-8.928,-1.920,0.172,OFFBOARD,1
27.357,3.3147,-1.3852,2.4554,0.5526,-1.8308,-0.0304,0.079397,0.017406,-0.000095,-0.996691,-9.112,-1.987,0.169,OFFBOARD,1
27.391,3.3378,-1.4651,2.4577,0.5307,-1.7615,-0.0287,0.081293,0.018163,0.000067,-0.996525,-9.330,-2.075,0.162,OFFBOARD,1
27.455,3.3726,-1.5855,2.4606,0.4952,-1.6488,-0.0260,0.082561,0.018521,0.000202,-0.996414,-9.476,-2.117,0.152,OFFBOARD,1
