time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,qx,qy,qz,qw,roll_deg,pitch_deg,yaw_deg,mode,armed
27.489,3.3890,-1.6423,2.4618,0.4773,-1.5931,-0.0254,0.084409,0.018897,0.000420,-0.996252,-9.688,-2.162,0.135,OFFBOARD,1
27.557,3.4198,-1.7493,2.4636,0.4420,-1.4794,-0.0246,0.085546,0.019089,0.000566,-0.996151,-9.819,-2.185,0.123,OFFBOARD,1
27.591,3.4378,-1.8117,2.4643,0.4206,-1.4079,-0.0241,0.087234,0.019247,0.000729,-0.996002,-10.013,-2.205,0.109,OFFBOARD,1
27.655,3.4646,-1.9046,2.4650,0.3872,-1.2938,-0.0240,0.088191,0.019254,0.000899,-0.995917,-10.123,-2.207,0.092,OFFBOARD,1
27.694,3.4802,-1.9583,2.4653,0.3662,-1.2222,-0.0241,0.088359,0.019247,0.000973,-0.995902,-10.142,-2.207,0.084,OFFBOARD,1
27.754,3.5007,-2.0301,2.4694,0.3375,-1.1259,-0.0221,0.087972,0.019224,0.001103,-0.995937,-10.097,-2.206,0.068,OFFBOARD,1
27.789,3.5144,-2.0785,2.4739,0.3176,-1.0589,-0.0212,0.087379,0.019048,0.001097,-0.995992,-10.029,-2.186,0.066,OFFBOARD,1
27.855,3.5345,-2.1494,2.4799,0.2865,-0.9549,-0.0206,0.086659,0.018844,0.001099,-0.996059,-9.946,-2.162,0.062,OFFBOARD,1
27.892,3.5438,-2.1820,2.4822,0.2716,-0.9041,-0.0220,0.085617,0.018488,0.001138,-0.996156,-9.826,-2.122,0.051,OFFBOARD,1
27.958,3.5627,-2.2483,2.4864,0.2395,-0.7928,-0.0268,0.084845,0.018209,0.001174,-0.996227,-9.737,-2.091,0.043,OFFBOARD,1
27.993,3.5703,-2.2749,2.4878,0.2253,-0.7450,-0.0295,0.083734,0.017816,0.001190,-0.996328,-9.609,-2.046,0.035,OFFBOARD,1
28.023,3.5774,-2.2997,2.4888,0.2116,-0.6980,-0.0322,0.082798,0.017528,0.001174,-0.996412,-9.501,-2.013,0.032,OFFBOARD,1
28.094,3.5903,-2.3444,2.4901,0.1853,-0.6066,-0.0371,0.081153,0.017043,0.001182,-0.996555,-9.311,-1.958,0.024,OFFBOARD,1
28.157,3.6011,-2.3861,2.4959,0.1555,-0.5067,-0.0404,0.079926,0.016681,0.001189,-0.996661,-9.170,-1.916,0.017,OFFBOARD,1
28.194,3.6047,-2.4019,2.4997,0.1420,-0.4639,-0.0405,0.077653,0.016082,0.001052,-0.996850,-8.909,-1.847,0.023,OFFBOARD,1
28.225,3.6079,-2.4163,2.5029,0.1288,-0.4221,-0.0424,0.076136,0.015602,0.000949,-0.996975,-8.735,-1.791,0.028,OFFBOARD,1
28.293,3.6132,-2.4409,2.5078,0.1038,-0.3439,-0.0487,0.073289,0.014575,0.000868,-0.997204,-8.407,-1.673,0.023,OFFBOARD,1
28.355,3.6173,-2.4604,2.5107,0.0813,-0.2706,-0.0548,0.071337,0.013746,0.000842,-0.997357,-8.183,-1.578,0.016,OFFBOARD,1
28.391,3.6192,-2.4702,2.5118,0.0685,-0.2283,-0.0593,0.068183,0.012306,0.000759,-0.997597,-7.820,-1.413,0.009,OFFBOARD,1
28.423,3.6205,-2.4769,2.5122,0.0589,-0.1957,-0.0626,0.066399,0.011588,0.000723,-0.997726,-7.615,-1.331,0.006,OFFBOARD,1
28.494,3.6223,-2.4870,2.5121,0.0421,-0.1350,-0.0676,0.063352,0.010382,0.000665,-0.997937,-7.265,-1.192,-0.001,OFFBOARD,1
28.529,3.6229,-2.4906,2.5117,0.0343,-0.1062,-0.0694,0.061491,0.009746,0.000611,-0.998060,-7.051,-1.119,-0.001,OFFBOARD,1
28.594,3.6210,-2.4919,2.5195,0.0155,-0.0418,-0.0695,0.058952,0.008982,0.000452,-0.998220,-6.760,-1.031,0.009,OFFBOARD,1
28.657,3.6188,-2.4898,2.5241,0.0011,0.0084,-0.0731,0.057001,0.008429,0.000341,-0.998339,-6.536,-0.967,0.016,OFFBOARD,1
28.694,3.6174,-2.4877,2.5257,-0.0053,0.0310,-0.0752,0.053839,0.007494,0.000226,-0.998522,-6.173,-0.859,0.020,OFFBOARD,1
28.726,3.6160,-2.4850,2.5268,-0.0116,0.0521,-0.0777,0.051742,0.006812,0.000142,-0.998637,-5.932,-0.780,0.024,OFFBOARD,1
28.793,3.6124,-2.4768,2.5276,-0.0233,0.0955,-0.0840,0.048724,0.005775,0.000059,-0.998796,-5.586,-0.661,0.026,OFFBOARD,1
28.824,3.6107,-2.4723,2.5274,-0.0277,0.1130,-0.0861,0.046809,0.005092,0.000053,-0.998891,-5.366,-0.583,0.021,OFFBOARD,1
28.892,3.6071,-2.4620,2.5262,-0.0343,0.1441,-0.0893,0.044081,0.004214,0.000003,-0.999019,-5.053,-0.482,0.021,OFFBOARD,1
28.957,3.6025,-2.4474,2.5288,-0.0420,0.1734,-0.0898,0.042319,0.003737,-0.000020,-0.999097,-4.851,-0.428,0.020,OFFBOARD,1
28.994,3.5991,-2.4361,2.5324,-0.0461,0.1910,-0.0886,0.039905,0.003167,-0.000096,-0.999199,-4.574,-0.362,0.026,OFFBOARD,1
29.029,3.5964,-2.4268,2.5346,-0.0490,0.2035,-0.0891,0.038220,0.002759,-0.000129,-0.999266,-4.381,-0.315,0.027,OFFBOARD,1
29.098,3.5909,-2.4078,2.5375,-0.0537,0.2249,-0.0919,0.035277,0.001969,-0.000164,-0.999376,-4.043,-0.225,0.027,OFFBOARD,1
29.132,3.5882,-2.3981,2.5382,-0.0554,0.2339,-0.0941,0.033574,0.001582,-0.000170,-0.999435,-3.848,-0.181,0.026,OFFBOARD,1
29.202,3.5823,-2.3761,2.5384,-0.0583,0.2480,-0.0980,0.031800,0.001129,-0.000192,-0.999494,-3.645,-0.129,0.026,OFFBOARD,1
29.234,3.5797,-2.3663,2.5380,-0.0592,0.2539,-0.0994,0.029335,0.000541,-0.000214,-0.999570,-3.362,-0.061,0.026,OFFBOARD,1
29.299,3.5747,-2.3465,2.5363,-0.0591,0.2621,-0.1015,0.027889,0.000167,-0.000193,-0.999611,-3.196,-0.019,0.023,OFFBOARD,1
29.331,3.5723,-2.3367,2.5350,-0.0588,0.2647,-0.1021,0.025910,-0.000265,-0.000209,-0.999664,-2.969,0.031,0.023,OFFBOARD,1
29.401,3.5648,-2.3053,2.5428,-0.0599,0.2749,-0.0987,0.024654,-0.000439,-0.000293,-0.999696,-2.825,0.051,0.032,OFFBOARD,1
29.434,3.5617,-2.2918,2.5452,-0.0600,0.2778,-0.0988,0.022947,-0.000686,-0.000335,-0.999736,-2.630,0.079,0.037,OFFBOARD,1
29.499,3.5550,-2.2626,2.5485,-0.0606,0.2808,-0.1019,0.021355,-0.000947,-0.000327,-0.999771,-2.447,0.109,0.035,OFFBOARD,1
29.536,3.5528,-2.2532,2.5491,-0.0605,0.2808,-0.1035,0.019211,-0.001351,-0.000353,-0.999814,-2.202,0.156,0.037,OFFBOARD,1
29.606,3.5467,-2.2261,2.5492,-0.0592,0.2779,-0.1072,0.017776,-0.001693,-0.000331,-0.999840,-2.037,0.195,0.034,OFFBOARD,1
29.636,3.5442,-2.2146,2.5486,-0.0584,0.2747,-0.1086,0.015808,-0.002143,-0.000304,-0.999873,-1.811,0.246,0.031,OFFBOARD,1
29.699,3.5388,-2.1899,2.5462,-0.0557,0.2647,-0.1108,0.014683,-0.002411,-0.000298,-0.999889,-1.683,0.277,0.030,OFFBOARD,1
29.731,3.5371,-2.1821,2.5450,-0.0543,0.2607,-0.1109,0.013665,-0.002659,-0.000266,-0.999903,-1.566,0.305,0.026,OFFBOARD,1
29.804,3.5281,-2.1529,2.5508,-0.0541,0.2531,-0.1080,0.012746,-0.002846,-0.000354,-0.999915,-1.461,0.327,0.036,OFFBOARD,1
29.834,3.5244,-2.1408,2.5526,-0.0541,0.2484,-0.1079,0.011948,-0.003015,-0.000460,-0.999924,-1.369,0.346,0.049,OFFBOARD,1
29.903,3.5175,-2.1181,2.5546,-0.0533,0.2374,-0.1094,0.011149,-0.003300,-0.000496,-0.999932,-1.277,0.379,0.053,OFFBOARD,1
29.934,3.5143,-2.1075,2.5549,-0.0520,0.2315,-0.1109,0.010157,-0.003773,-0.000470,-0.999941,-1.164,0.433,0.049,OFFBOARD,1
30.000,3.5078,-2.0854,2.5540,-0.0496,0.2164,-0.1145,0.009212,-0.004306,-0.000456,-0.999948,-1.055,0.494,0.048,OFFBOARD,1
30.030,3.5052,-2.0763,2.5530,-0.0479,0.2095,-0.1153,0.008634,-0.004614,-0.000474,-0.999952,-0.989,0.529,0.050,OFFBOARD,1
30.102,3.5004,-2.0595,2.5502,-0.0444,0.1941,-0.1151,0.008186,-0.004910,-0.000430,-0.999954,-0.938,0.563,0.045,OFFBOARD,1
30.138,3.4982,-2.0518,2.5487,-0.0419,0.1862,-0.1149,0.007783,-0.005156,-0.000374,-0.999956,-0.892,0.591,0.038,OFFBOARD,1
30.204,3.4914,-2.0289,2.5568,-0.0385,0.1734,-0.1091,0.007659,-0.005224,-0.000372,-0.999957,-0.877,0.599,0.038,OFFBOARD,1
30.237,3.4887,-2.0197,2.5594,-0.0369,0.1671,-0.1087,0.007456,-0.006181,-0.000359,-0.999953,-0.854,0.709,0.036,OFFBOARD,1
30.302,3.4851,-2.0009,2.5654,0.0309,0.1533,-0.0149,0.007276,-0.031911,-0.000302,-0.999464,-0.834,3.657,0.008,OFFBOARD,1
30.333,3.4859,-1.9934,2.5703,0.0840,0.1470,0.0495,0.006789,-0.103123,-0.000075,-0.994645,-0.790,11.838,-0.073,OFFBOARD,1
30.400,3.4942,-1.9798,2.5831,0.2424,0.1332,0.1029,0.006240,-0.153096,0.000068,-0.988192,-0.743,17.612,-0.123,OFFBOARD,1
30.436,3.5028,-1.9737,2.5894,0.3427,0.1251,0.0953,0.005567,-0.206033,0.000129,-0.978529,-0.686,23.779,-0.159,OFFBOARD,1
30.504,3.5305,-1.9629,2.5993,0.5668,0.1084,0.0406,0.005222,-0.224827,-0.000002,-0.974385,-0.649,25.985,-0.149,OFFBOARD,1
30.536,3.5483,-1.9574,2.6037,0.6837,0.1008,0.0039,0.005121,-0.226751,-0.000414,-0.973939,-0.625,26.212,-0.097,OFFBOARD,1
30.603,3.5920,-1.9423,2.6166,0.9350,0.0857,-0.0737,0.005233,-0.217170,-0.000761,-0.976119,-0.625,25.086,-0.050,OFFBOARD,1
30.636,3.6180,-1.9365,2.6195,1.0408,0.0786,-0.1036,0.005446,-0.191745,-0.001137,-0.981429,-0.634,22.110,0.009,OFFBOARD,1
30.701,3.6898,-1.9253,2.6211,1.2528,0.0638,-0.1522,0.005459,-0.175486,-0.001260,-0.984466,-0.629,20.214,0.034,OFFBOARD,1
30.731,3.7175,-1.9221,2.6205,1.3150,0.0585,-0.1632,0.005444,-0.149519,-0.001343,-0.988743,-0.622,17.199,0.062,OFFBOARD,1
30.798,3.8098,-1.9141,2.6162,1.4757,0.0429,-0.1816,0.005400,-0.127550,-0.001182,-0.991817,-0.616,14.657,0.057,OFFBOARD,1
30.832,3.8549,-1.9113,2.6135,1.5354,0.0354,-0.1854,0.005479,-0.115520,-0.001043,-0.993289,-0.627,13.268,0.047,OFFBOARD,1
30.900,3.9511,-1.9068,2.6067,1.6362,0.0207,-0.1888,0.005752,-0.105302,-0.000937,-0.994423,-0.659,12.090,0.038,OFFBOARD,1
30.933,4.0016,-1.9045,2.6044,1.6783,0.0145,-0.1873,0.006371,-0.092737,-0.000953,-0.995670,-0.729,10.643,0.042,OFFBOARD,1
31.000,4.1194,-1.8961,2.6069,1.7564,0.0054,-0.1802,0.007145,-0.082202,-0.001174,-0.996589,-0.816,9.431,0.068,OFFBOARD,1
31.031,4.1738,-1.8931,2.6069,1.7840,0.0009,-0.1792,0.007499,-0.075748,-0.001274,-0.997098,-0.856,8.689,0.081,OFFBOARD,1
31.098,4.2858,-1.8884,2.6054,1.8292,-0.0086,-0.1802,0.007625,-0.066380,-0.001388,-0.997764,-0.869,7.613,0.102,OFFBOARD,1
31.128,4.3430,-1.8867,2.6039,1.8468,-0.0133,-0.1813,0.007606,-0.060121,-0.001389,-0.998161,-0.867,6.894,0.107,OFFBOARD,1
31.199,4.4742,-1.8841,2.5988,1.8745,-0.0238,-0.1834,0.007696,-0.050595,-0.001315,-0.998689,-0.878,5.801,0.106,OFFBOARD,1
31.230,4.5333,-1.8836,2.5960,1.8813,-0.0285,-0.1830,0.007853,-0.043540,-0.001216,-0.999020,-0.896,4.992,0.100,OFFBOARD,1
31.297,4.6522,-1.8834,2.5896,1.8858,-0.0384,-0.1803,0.008168,-0.034811,-0.001070,-0.999360,-0.933,3.991,0.090,OFFBOARD,1
31.331,4.7118,-1.8838,2.5861,1.8828,-0.0429,-0.1780,0.008562,-0.028229,-0.000976,-0.999564,-0.979,3.236,0.084,OFFBOARD,1
31.397,4.8490,-1.8799,2.5889,1.8695,-0.0481,-0.1686,0.009157,-0.020313,-0.000963,-0.999751,-1.048,2.329,0.089,OFFBOARD,1
31.432,4.9094,-1.8789,2.5893,1.8586,-0.0509,-0.1657,0.009584,-0.014458,-0.000951,-0.999849,-1.097,1.658,0.093,OFFBOARD,1
31.504,5.0290,-1.8778,2.5885,1.8289,-0.0559,-0.1633,0.009734,-0.009282,-0.000920,-0.999909,-1.115,1.065,0.095,OFFBOARD,1
31.540,5.0880,-1.8778,2.5874,1.8109,-0.0587,-0.1632,0.009880,-0.002436,-0.000800,-0.999948,-1.132,0.280,0.089,OFFBOARD,1
31.606,5.2182,-1.8788,2.5836,1.7630,-0.0651,-0.1624,0.009901,0.002484,-0.000664,-0.999948,-1.135,-0.284,0.079,OFFBOARD,1
31.636,5.2748,-1.8797,2.5813,1.7383,-0.0676,-0.1624,0.010097,0.008129,-0.000544,-0.999916,-1.158,-0.931,0.072,OFFBOARD,1
31.704,5.3855,-1.8821,2.5759,1.6833,-0.0727,-0.1624,0.010313,0.011778,-0.000444,-0.999877,-1.183,-1.349,0.065,OFFBOARD,1
31.735,5.4395,-1.8837,2.5728,1.6547,-0.0747,-0.1615,0.010789,0.016815,-0.000356,-0.999800,-1.238,-1.926,0.062,OFFBOARD,1
31.801,5.5655,-1.8833,2.5775,1.5893,-0.0768,-0.1537,0.011132,0.019283,-0.000327,-0.999752,-1.277,-2.209,0.062,OFFBOARD,1
31.833,5.6194,-1.8836,2.5786,1.5581,-0.0778,-0.1514,0.011521,0.023151,-0.000267,-0.999666,-1.322,-2.653,0.061,OFFBOARD,1
31.901,5.7359,-1.8853,2.5789,1.4842,-0.0795,-0.1509,0.011654,0.025737,-0.000266,-0.999601,-1.338,-2.949,0.065,OFFBOARD,1
31.936,5.7732,-1.8861,2.5784,1.4587,-0.0800,-0.1514,0.011746,0.029446,-0.000204,-0.999497,-1.348,-3.374,0.063,OFFBOARD,1
32.001,5.8808,-1.8892,2.5753,1.3784,-0.0827,-0.1521,0.011763,0.031702,-0.000152,-0.999428,-1.351,-3.633,0.060,OFFBOARD,1
32.034,5.9263,-1.8909,2.5732,1.3409,-0.0833,-0.1519,0.011884,0.034654,-0.000062,-0.999329,-1.365,-3.972,0.054,OFFBOARD,1
32.101,6.0239,-1.8953,2.5676,1.2561,-0.0866,-0.1516,0.012049,0.036432,-0.000033,-0.999263,-1.384,-4.175,0.054,OFFBOARD,1
32.134,6.0549,-1.8969,2.5655,1.2271,-0.0871,-0.1507,0.012379,0.038252,0.000006,-0.999191,-1.422,-4.384,0.054,OFFBOARD,1
32.203,6.1487,-1.8992,2.5681,1.1432,-0.0865,-0.1442,0.012683,0.039354,0.000070,-0.999145,-1.456,-4.511,0.049,OFFBOARD,1
32.235,6.1880,-1.9005,2.5685,1.1055,-0.0867,-0.1423,0.013088,0.040477,0.000076,-0.999095,-1.503,-4.639,0.052,OFFBOARD,1
32.303,6.2620,-1.9036,2.5679,1.0294,-0.0868,-0.1397,0.013247,0.041169,0.000116,-0.999064,-1.521,-4.719,0.049,OFFBOARD,1
32.338,6.3052,-1.9058,2.5668,0.9822,-0.0863,-0.1392,0.013362,0.042088,0.000203,-0.999025,-1.534,-4.824,0.041,OFFBOARD,1
32.406,6.3698,-1.9098,2.5639,0.9061,-0.0857,-0.1376,0.013481,0.042492,0.000254,-0.999006,-1.548,-4.871,0.037,OFFBOARD,1
32.436,6.4000,-1.9119,2.5622,0.8685,-0.0852,-0.1365,0.013601,0.042870,0.000357,-0.998988,-1.561,-4.914,0.026,OFFBOARD,1
32.506,6.4564,-1.9165,2.5579,0.7940,-0.0846,-0.1334,0.013723,0.042943,0.000430,-0.998983,-1.575,-4.923,0.018,OFFBOARD,1
32.540,6.4897,-1.9194,2.5564,0.7480,-0.0838,-0.1309,0.013930,0.042706,0.000554,-0.998990,-1.598,-4.896,0.005,OFFBOARD,1
32.607,6.5437,-1.9240,2.5616,0.6793,-0.0826,-0.1229,0.014080,0.042304,0.000646,-0.999005,-1.615,-4.850,-0.006,OFFBOARD,1
32.638,6.5685,-1.9264,2.5634,0.6462,-0.0819,-0.1208,0.014299,0.041560,0.000767,-0.999033,-1.639,-4.765,-0.020,OFFBOARD,1
32.705,6.6140,-1.9313,2.5655,0.5810,-0.0802,-0.1183,0.014441,0.041115,0.000838,-0.999050,-1.655,-4.714,-0.028,OFFBOARD,1
32.735,6.6348,-1.9337,2.5658,0.5486,-0.0796,-0.1188,0.014683,0.040645,0.000928,-0.999065,-1.682,-4.660,-0.038,OFFBOARD,1
32.803,6.6768,-1.9394,2.5651,0.4770,-0.0784,-0.1200,0.014856,0.040321,0.000976,-0.999076,-1.702,-4.623,-0.043,OFFBOARD,1
32.838,6.6935,-1.9419,2.5641,0.4462,-0.0777,-0.1209,0.015215,0.039627,0.001018,-0.999098,-1.743,-4.543,-0.048,OFFBOARD,1
32.874,6.7090,-1.9445,2.5628,0.4163,-0.0772,-0.1219,0.015433,0.039019,0.001057,-0.999119,-1.768,-4.474,-0.052,OFFBOARD,1
32.940,6.7367,-1.9496,2.5591,0.3575,-0.0752,-0.1224,0.015637,0.038275,0.001063,-0.999144,-1.791,-4.388,-0.053,OFFBOARD,1
32.975,6.7494,-1.9526,2.5621,0.3288,-0.0745,-0.1200,0.015944,0.036848,0.001059,-0.999193,-1.826,-4.225,-0.054,OFFBOARD,1
33.044,6.7740,-1.9592,2.5664,0.2674,-0.0722,-0.1165,0.016160,0.035685,0.001022,-0.999232,-1.851,-4.091,-0.051,OFFBOARD,1
33.078,6.7834,-1.9620,2.5674,0.2418,-0.0711,-0.1166,0.016453,0.034066,0.001051,-0.999284,-1.885,-3.906,-0.056,OFFBOARD,1
33.148,6.7993,-1.9676,2.5680,0.1941,-0.0684,-0.1184,0.016684,0.032753,0.001087,-0.999324,-1.911,-3.755,-0.062,OFFBOARD,1
33.181,6.8059,-1.9702,2.5676,0.1714,-0.0668,-0.1201,0.016898,0.031190,0.001077,-0.999370,-1.935,-3.576,-0.063,OFFBOARD,1
33.247,6.8180,-1.9760,2.5650,0.1228,-0.0638,-0.1227,0.017042,0.030078,0.001073,-0.999402,-1.952,-3.449,-0.064,OFFBOARD,1
33.277,6.8222,-1.9784,2.5633,0.1021,-0.0623,-0.1233,0.017269,0.028393,0.001039,-0.999447,-1.978,-3.256,-0.063,OFFBOARD,1
33.350,6.8284,-1.9832,2.5592,0.0633,-0.0589,-0.1230,0.017389,0.027099,0.000970,-0.999481,-1.992,-3.107,-0.057,OFFBOARD,1
33.378,6.8317,-1.9851,2.5618,0.0455,-0.0572,-0.1199,0.017532,0.025412,0.000939,-0.999523,-2.008,-2.914,-0.057,OFFBOARD,1
33.447,6.8366,-1.9892,2.5655,0.0072,-0.0527,-0.1151,0.017638,0.024219,0.000948,-0.999551,-2.020,-2.777,-0.060,OFFBOARD,1
33.477,6.8377,-1.9910,2.5662,-0.0081,-0.0509,-0.1153,0.017690,0.022317,0.000967,-0.999594,-2.026,-2.559,-0.066,OFFBOARD,1
33.544,6.8381,-1.9944,2.5663,-0.0365,-0.0466,-0.1175,0.017732,0.021219,0.000962,-0.999617,-2.031,-2.433,-0.067,OFFBOARD,1
33.577,6.8375,-1.9960,2.5657,-0.0503,-0.0448,-0.1192,0.017716,0.019760,0.000891,-0.999647,-2.029,-2.266,-0.062,OFFBOARD,1
33.647,6.8343,-1.9994,2.5630,-0.0783,-0.0416,-0.1204,0.017704,0.018603,0.000844,-0.999670,-2.028,-2.133,-0.059,OFFBOARD,1
33.681,6.8322,-2.0009,2.5613,-0.0894,-0.0398,-0.1204,0.017729,0.017132,0.000789,-0.999696,-2.031,-1.965,-0.056,OFFBOARD,1
33.748,6.8266,-2.0036,2.5572,-0.1095,-0.0356,-0.1194,0.017793,0.016127,0.000801,-0.999711,-2.038,-1.849,-0.059,OFFBOARD,1
33.784,6.8206,-2.0064,2.5610,-0.1224,-0.0338,-0.1157,0.017817,0.014626,0.000765,-0.999734,-2.041,-1.677,-0.058,OFFBOARD,1
33.848,6.8103,-2.0104,2.5650,-0.1414,-0.0306,-0.1134,0.017809,0.013558,0.000727,-0.999749,-2.040,-1.555,-0.056,OFFBOARD,1
33.877,6.8048,-2.0122,2.5661,-0.1498,-0.0291,-0.1138,0.017802,0.011879,0.000640,-0.999771,-2.040,-1.362,-0.049,OFFBOARD,1
33.946,6.7932,-2.0156,2.5668,-0.1641,-0.0262,-0.1149,0.017817,0.010629,0.000586,-0.999785,-2.041,-1.219,-0.045,OFFBOARD,1
33.974,6.7872,-2.0171,2.5664,-0.1700,-0.0242,-0.1155,0.017947,0.008622,0.000541,-0.999802,-2.056,-0.989,-0.044,OFFBOARD,1
34.041,6.7732,-2.0202,2.5641,-0.1804,-0.0211,-0.1185,0.018066,0.007067,0.000517,-0.999812,-2.070,-0.811,-0.045,OFFBOARD,1
34.072,6.7668,-2.0214,2.5625,-0.1840,-0.0193,-0.1191,0.018147,0.006034,0.000431,-0.999817,-2.079,-0.692,-0.037,OFFBOARD,1
34.144,6.7541,-2.0237,2.5596,-0.1894,-0.0167,-0.1190,0.018162,0.004676,0.000298,-0.999824,-2.081,-0.536,-0.024,OFFBOARD,1
34.172,6.7481,-2.0252,2.5617,-0.1916,-0.0148,-0.1172,0.018162,0.003883,0.000195,-0.999828,-2.081,-0.445,-0.014,OFFBOARD,1
34.246,6.7344,-2.0282,2.5643,-0.1934,-0.0116,-0.1122,0.018187,0.003138,0.000157,-0.999830,-2.084,-0.360,-0.011,OFFBOARD,1
34.276,6.7284,-2.0293,2.5652,-0.1813,-0.0085,-0.0773,0.018371,-0.015362,0.000373,-0.999713,-2.107,1.759,-0.075,OFFBOARD,1
34.343,6.7182,-2.0310,2.5684,-0.1380,-0.0041,-0.0334,0.018484,-0.047149,0.000677,-0.998717,-2.129,5.402,-0.178,OFFBOARD,1
34.378,6.7135,-2.0319,2.5704,-0.0954,-0.0018,-0.0301,0.018230,-0.088535,0.000887,-0.995906,-2.123,10.155,-0.291,OFFBOARD,1
34.444,6.7104,-2.0330,2.5721,0.0045,0.0003,-0.0460,0.017959,-0.107715,0.000827,-0.994019,-2.105,12.363,-0.323,OFFBOARD,1
34.475,6.7115,-2.0335,2.5722,0.0646,0.0012,-0.0585,0.017548,-0.120824,0.000492,-0.992519,-2.063,13.876,-0.308,OFFBOARD,1
34.547,6.7197,-2.0342,2.5706,0.1959,0.0029,-0.0830,0.017349,-0.120230,0.000130,-0.992594,-2.034,13.808,-0.261,OFFBOARD,1
34.578,6.7235,-2.0349,2.5737,0.2740,0.0037,-0.0952,0.017178,-0.110995,-0.000435,-0.993672,-2.000,12.744,-0.173,OFFBOARD,1
34.646,6.7371,-2.0358,2.5760,0.3892,0.0052,-0.1109,0.017150,-0.100043,-0.000873,-0.994835,-1.985,11.483,-0.099,OFFBOARD,1
34.679,6.7470,-2.0362,2.5762,0.4403,0.0056,-0.1173,0.017121,-0.085235,-0.001359,-0.996213,-1.970,9.780,-0.012,OFFBOARD,1
34.749,6.7722,-2.0367,2.5749,0.5284,0.0069,-0.1266,0.017132,-0.075553,-0.001590,-0.996993,-1.966,8.668,0.034,OFFBOARD,1
34.778,6.7872,-2.0369,2.5735,0.5651,0.0073,-0.1284,0.017257,-0.063674,-0.001821,-0.997820,-1.976,7.304,0.083,OFFBOARD,1
34.844,6.8256,-2.0371,2.5691,0.6355,0.0078,-0.1305,0.017334,-0.057634,-0.001925,-0.998185,-1.984,6.611,0.106,OFFBOARD,1
34.877,6.8446,-2.0372,2.5667,0.6614,0.0080,-0.1302,0.017396,-0.050945,-0.001938,-0.998548,-1.990,5.843,0.121,OFFBOARD,1
34.947,6.8854,-2.0372,2.5626,0.7061,0.0104,-0.1278,0.017462,-0.047233,-0.001889,-0.998730,-1.998,5.418,0.122,OFFBOARD,1
34.979,6.9132,-2.0368,2.5648,0.7305,0.0116,-0.1246,0.017500,-0.043228,-0.001853,-0.998910,-2.002,4.958,0.126,OFFBOARD,1
35.044,6.9599,-2.0362,2.5665,0.7636,0.0131,-0.1213,0.017459,-0.040249,-0.001813,-0.999036,-1.997,4.616,0.127,OFFBOARD,1
35.076,6.9841,-2.0359,2.5665,0.7775,0.0143,-0.1219,0.017397,-0.035975,-0.001767,-0.999200,-1.990,4.126,0.131,OFFBOARD,1
35.149,7.0338,-2.0351,2.5652,0.8003,0.0161,-0.1230,0.017343,-0.033286,-0.001703,-0.999294,-1.984,3.818,0.129,OFFBOARD,1
35.177,7.0592,-2.0346,2.5640,0.8090,0.0169,-0.1237,0.017143,-0.028645,-0.001596,-0.999441,-1.962,3.286,0.127,OFFBOARD,1
35.247,7.1174,-2.0335,2.5601,0.8233,0.0186,-0.1249,0.017028,-0.025428,-0.001529,-0.999530,-1.949,2.917,0.126,OFFBOARD,1
35.279,7.1436,-2.0330,2.5578,0.8271,0.0188,-0.1246,0.016815,-0.020707,-0.001411,-0.999643,-1.925,2.375,0.122,OFFBOARD,1
35.346,7.1967,-2.0321,2.5539,0.8304,0.0188,-0.1225,0.016726,-0.017674,-0.001343,-0.999703,-1.915,2.028,0.120,OFFBOARD,1
35.376,7.2244,-2.0323,2.5556,0.8307,0.0184,-0.1192,0.016629,-0.013391,-0.001219,-0.999771,-1.904,1.537,0.114,OFFBOARD,1
35.443,7.2861,-2.0324,2.5577,0.8248,0.0184,-0.1154,0.016633,-0.010736,-0.001147,-0.999803,-1.905,1.232,0.111,OFFBOARD,1
35.475,7.3133,-2.0324,2.5579,0.8199,0.0176,-0.1143,0.016678,-0.007056,-0.001008,-0.999836,-1.911,0.810,0.102,OFFBOARD,1
35.544,7.3669,-2.0323,2.5571,0.8070,0.0169,-0.1154,0.016718,-0.004764,-0.000913,-0.999849,-1.915,0.548,0.095,OFFBOARD,1
35.577,7.3932,-2.0322,2.5561,0.7989,0.0173,-0.1156,0.016871,-0.001573,-0.000732,-0.999856,-1.933,0.182,0.081,OFFBOARD,1
35.645,7.4512,-2.0318,2.5525,0.7770,0.0166,-0.1163,0.016954,0.000324,-0.000631,-0.999856,-1.943,-0.036,0.073,OFFBOARD,1
35.679,7.4764,-2.0316,2.5505,0.7659,0.0159,-0.1157,0.016979,0.002899,-0.000468,-0.999852,-1.946,-0.331,0.059,OFFBOARD,1
35.747,7.5255,-2.0311,2.5459,0.7422,0.0155,-0.1142,0.017057,0.004405,-0.000384,-0.999845,-1.955,-0.504,0.053,OFFBOARD,1
35.777,7.5513,-2.0306,2.5478,0.7306,0.0158,-0.1114,0.017124,0.006425,-0.000309,-0.999833,-1.963,-0.736,0.048,OFFBOARD,1
35.845,7.6072,-2.0294,2.5504,0.7013,0.0156,-0.1065,0.017167,0.007841,-0.000247,-0.999822,-1.968,-0.898,0.044,OFFBOARD,1
